reward_forward,reward_ctrl,reward_survive,x_position,y_position,distance_from_origin,x_velocity,y_velocity,forward_reward
-0.04386790296653037,-1.6829077005386353,1.0,-0.09792608759492454,-0.021187707205381552,0.10019200351460096,-0.04386790296653037,0.21855600514441534,-0.04386790296653037
-0.11495688480487098,-1.9413423538208008,1.0,-0.10367393183516808,-0.013157860844079317,0.10450556657018437,-0.11495688480487098,0.16059692722604468,-0.11495688480487098
-0.404968254444823,-1.6383612155914307,1.0,-0.12392234455740923,-0.021308015050624615,0.12574092009367077,-0.404968254444823,-0.16300308413090595,-0.404968254444823
-0.0819677923987841,-1.3005952835083008,1.0,-0.12802073417734844,-0.007711204026608017,0.1282527623361278,-0.0819677923987841,0.27193622048033195,-0.0819677923987841
0.6804074166496649,-1.4312562942504883,1.0,-0.0940003633448652,-0.010289003712447441,0.09456178882805376,0.6804074166496649,-0.05155599371678848,0.6804074166496649
0.5019028776362239,-0.9718733429908752,1.0,-0.068905219463054,-0.012791556843686356,0.07008247424097479,0.5019028776362239,-0.0500510626247783,0.5019028776362239
-0.1205408749293882,-1.6384737491607666,1.0,-0.07493226320952341,0.008013128128608951,0.07535950034406279,-0.1205408749293882,0.41609369944590613,-0.1205408749293882
-0.25998498149588073,-1.2753816843032837,1.0,-0.08793151228431745,0.010415229816745116,0.08854619057160329,-0.25998498149588073,0.04804203376272329,-0.25998498149588073
-0.4306444077937349,-0.6747733354568481,1.0,-0.1094637326740042,0.018791597250340047,0.11106499402667269,-0.4306444077937349,0.1675273486718986,-0.4306444077937349
-0.5826018488508738,-1.0571657419204712,1.0,-0.1385938251165479,0.062096090824653304,0.1518689331500681,-0.5826018488508738,0.866089871486265,-0.5826018488508738
-0.6262068986158076,-1.2438998222351074,1.0,-0.16990417004733827,0.09847128903756017,0.19637724349881672,-0.6262068986158076,0.7275039642581372,-0.6262068986158076
-0.4448443511792921,-2.2365942001342773,1.0,-0.19214638760630287,0.1319365844215599,0.2330825960447905,-0.4448443511792921,0.6693059076799945,-0.4448443511792921
-0.2485151689965559,-1.5807554721832275,1.0,-0.20457214605613067,0.1549892205007095,0.25665428384001,-0.2485151689965559,0.4610527215829924,-0.2485151689965559
-0.2413730062315983,-1.6659621000289917,1.0,-0.21664079636771058,0.1880619788449885,0.2868807113382298,-0.2413730062315983,0.6614551668855795,-0.2413730062315983
-0.026688723424601046,-2.0465455055236816,1.0,-0.21797523253894063,0.25861926183063755,0.3382264398154424,-0.026688723424601046,1.4111456597129812,-0.026688723424601046
0.16526728730022144,-1.2593480348587036,1.0,-0.20971186817392956,0.27651715979953484,0.3470458288419572,0.16526728730022144,0.35795795937794583,0.16526728730022144
0.22760989842882273,-1.062391996383667,1.0,-0.19833137325248842,0.311635463838339,0.3693940929927746,0.22760989842882273,0.7023660807760834,0.22760989842882273
0.17599229319180287,-1.3084040880203247,1.0,-0.18953175859289828,0.3601997700440354,0.4070210828140143,0.17599229319180287,0.9712861241139281,0.17599229319180287
0.0366599553863034,-1.0774085521697998,1.0,-0.1876987608235831,0.410924068049711,0.4517625643158496,0.0366599553863034,1.0144859601135114,0.0366599553863034
0.04793518465022517,-1.2878992557525635,1.0,-0.18530200159107185,0.4604264591593325,0.4963157826300289,0.04793518465022517,0.9900478221924303,0.04793518465022517
0.3096018359948388,-1.8127087354660034,1.0,-0.1698219097913299,0.5046822100591475,0.532488135262524,0.3096018359948388,0.8851150179962997,0.3096018359948388
0.5244065993073665,-1.3988468647003174,1.0,-0.14360157982596158,0.5404051630730027,0.5591593279240459,0.5244065993073665,0.7144590602771039,0.5244065993073665
0.5736475699033267,-2.1496784687042236,1.0,-0.11491920133079525,0.5700497979892937,0.5815180091984619,0.5736475699033267,0.5928926983258198,0.5736475699033267
1.0433598224873823,-1.914032220840454,1.0,-0.06275121020642613,0.6024883508592379,0.6057474121310427,1.0433598224873823,0.6487710573988847,1.0433598224873823
1.3338331278783122,-2.426175594329834,1.0,0.003940446187489484,0.6457469683179264,0.6457589908069028,1.3338331278783122,0.8651723491737706,1.3338331278783122
0.9706580099853221,-1.0891005992889404,1.0,0.052473346686755594,0.6833903952077519,0.6854019874312561,0.9706580099853221,0.7528685377965094,0.9706580099853221
0.8929004918021017,-0.7537820339202881,1.0,0.09711837127686068,0.724312680386344,0.7307946613159679,0.8929004918021017,0.8184457035718418,0.8929004918021017
1.06095186051001,-1.1134388446807861,1.0,0.15016596430236118,0.7693844874095128,0.7839019749313411,1.06095186051001,0.9014361404633764,1.06095186051001
1.0812311735997797,-1.1586517095565796,1.0,0.20422752298235017,0.8197168629214389,0.8447748910220233,1.0812311735997797,1.0066475102385208,1.0812311735997797
1.0308035348760096,-1.4764500856399536,1.0,0.25576769972615065,0.8761330832765419,0.9127027423180377,1.0308035348760096,1.1283244071020615,1.0308035348760096
1.0580105841326548,-0.685751736164093,1.0,0.3086682289327834,0.943186091667956,0.9924092296368343,1.0580105841326548,1.3410601678282807,1.0580105841326548
1.1260386011868206,-0.731480598449707,1.0,0.3649701589921244,1.0141315965621747,1.077806157015482,1.1260386011868206,1.4189100978843738,1.1260386011868206
1.4052726515165725,-1.77360200881958,1.0,0.43523379156795305,1.0664478759979452,1.1518417970985186,1.4052726515165725,1.046325588715411,1.4052726515165725
1.4236760642342028,-1.740326166152954,1.0,0.5064175947796632,1.0749016272932554,1.188222322909357,1.4236760642342028,0.1690750259062046,1.4236760642342028
1.3650080337386616,-1.2410746812820435,1.0,0.5746679964665963,1.073435612258354,1.2175825720777211,1.3650080337386616,-0.029320300698030266,1.3650080337386616
1.2357458513904396,-1.2491933107376099,1.0,0.6364552890361183,1.0762939262529092,1.2503935183097166,1.2357458513904396,0.057166279891105454,1.2357458513904396
0.5968388335953878,-1.7489585876464844,1.0,0.6662972307158876,1.107410808123492,1.292405005255081,0.5968388335953878,0.622337637411654,0.5968388335953878
0.37681796623561636,-1.36055588722229,1.0,0.6851381290276685,1.1128736889239756,1.3068672860496553,0.37681796623561636,0.10925761600967476,0.37681796623561636
-0.28356475136226855,-1.5729005336761475,1.0,0.670959891459555,1.1070907209491312,1.2945412470675026,-0.28356475136226855,-0.1156593594968891,-0.28356475136226855
-0.41286519082921025,-1.5853526592254639,1.0,0.6503166319180945,1.0846242571464157,1.2646428353253374,-0.41286519082921025,-0.44932927605430883,-0.41286519082921025
-0.24364876528875978,-1.1619724035263062,1.0,0.6381341936536565,1.0727638133420525,1.2482137029876672,-0.24364876528875978,-0.23720887608726482,-0.24364876528875978
-0.18470974919699845,-1.425038456916809,1.0,0.6288987061938066,1.0772869797626232,1.247421668650308,-0.18470974919699845,0.09046332841141425,-0.18470974919699845
0.09761608113856513,-1.5493940114974976,1.0,0.6337795102507349,1.0878523931603192,1.2590072664279166,0.09761608113856513,0.21130826795392021,0.09761608113856513
0.18989356125463708,-1.3584662675857544,1.0,0.6432741883134667,1.1044176080118837,1.2781001268433707,0.18989356125463708,0.3313042970312896,0.18989356125463708
0.8562391627353061,-1.6328213214874268,1.0,0.686086146450232,1.0898769542201507,1.2878454781887156,0.8562391627353061,-0.29081307583465943,0.8562391627353061
1.1815123828742324,-1.1638541221618652,1.0,0.7451617655939436,1.0614466348174585,1.296894373288893,1.1815123828742324,-0.568606388053845,1.1815123828742324
1.3013065230572551,-2.360048532485962,1.0,0.8102270917468064,1.0400487838024917,1.318396530975992,1.3013065230572551,-0.4279570202993366,1.3013065230572551
1.8820608144595763,-1.245119571685791,1.0,0.9043301324697852,1.0802466489723253,1.4088100692104515,1.8820608144595763,0.8039573033966718,1.8820608144595763
1.509110717195501,-1.250735878944397,1.0,0.9797856683295603,1.1342600426968377,1.4988414860560255,1.509110717195501,1.0802678744902483,1.509110717195501
1.3527733035615963,-1.0433114767074585,1.0,1.04742433350764,1.1711928381320884,1.571238491927887,1.3527733035615963,0.7386559087050149,1.3527733035615963
1.5573765855365984,-1.1341192722320557,1.0,1.12529316278447,1.1950593771050733,1.6414784850908772,1.5573765855365984,0.47733077945969704,1.5573765855365984
1.98843571577072,-2.1623692512512207,1.0,1.224714948573006,1.2084455076909824,1.7205427197011696,1.98843571577072,0.2677226117181819,1.98843571577072
1.7714106089280657,-0.6196100115776062,1.0,1.3132854790194093,1.21672957179579,1.7902931604308847,1.7714106089280657,0.16568128209615285,1.7714106089280657
1.7688022046865726,-1.2135215997695923,1.0,1.401725589253738,1.2456025360736127,1.8751960711994238,1.7688022046865726,0.5774592855564542,1.7688022046865726
1.49206001170052,-1.1597280502319336,1.0,1.476328589838764,1.2871034945107935,1.9586172445777172,1.49206001170052,0.8300191687436165,1.49206001170052
0.5122330453462753,-1.4672939777374268,1.0,1.5019402421060777,1.3316601779149178,2.00727260737102,0.5122330453462753,0.8911336680824844,0.5122330453462753
0.37131297310443845,-1.0553743839263916,1.0,1.5205058907612996,1.3780240416875853,2.052044936961372,0.37131297310443845,0.9272772754533509,0.37131297310443845
0.020766864909904648,-0.6919119954109192,1.0,1.5215442340067948,1.4224364641538958,2.0828879832084013,0.020766864909904648,0.8882484493262099,0.020766864909904648
-0.35920456657141386,-0.7222469449043274,1.0,1.5035840056782241,1.4689172013361371,2.102018697945516,-0.35920456657141386,0.9296147436448265,-0.35920456657141386
-0.2041504697773755,-0.9374401569366455,1.0,1.4933764821893554,1.520020726429828,2.130876891407037,-0.2041504697773755,1.0220705018738174,-0.2041504697773755
-0.21602366824167607,-0.8710603713989258,1.0,1.4825752987772716,1.5704098067436685,2.159679716453623,-0.21602366824167607,1.0077816062768097,-0.21602366824167607
-0.25131668981912547,-1.683017611503601,1.0,1.4700094642863153,1.6119553233699957,2.1815883639294116,-0.25131668981912547,0.8309103325265443,-0.25131668981912547
0.13602732505328063,-1.6754859685897827,1.0,1.4768108305389793,1.6531159652487701,2.2167008421881387,0.13602732505328063,0.8232128375754888,0.13602732505328063
0.1063926298802631,-2.080756664276123,1.0,1.4821304620329925,1.6787440772253208,2.2393955397171856,0.1063926298802631,0.5125622395310137,0.1063926298802631
-0.241729025626225,-1.5653834342956543,1.0,1.4700440107516812,1.6824857638986155,2.2342309055396212,-0.241729025626225,0.07483373346589328,-0.241729025626225
-0.10020750368024078,-0.550727128982544,1.0,1.4650336355676692,1.6775945914460035,2.2272510335823186,-0.10020750368024078,-0.09782344905223894,-0.10020750368024078
0.14678757396475728,-1.3040614128112793,1.0,1.472373014265907,1.6676572049608975,2.2246264509792346,0.14678757396475728,-0.19874772970212007,0.14678757396475728
