[2, 4]	30
[2, 4]	30
[2, 4]	29
[2, 4]	28
[2, 4]	27
[2, 4]	26
[2, 4]	25
[2, 4]	24
[2, 4]	23
[2, 4]	22
[2, 4]	21
[2, 4]	20
[2, 4]	19
[2, 4]	18
[2, 4]	17
[2, 4]	16
[2, 4]	15
[2, 4]	14
[2, 4]	13
[2, 4]	12
[2, 4]	11
[2, 4]	10
[2, 4]	9
[2, 4]	8
[2, 4]	7
[2, 4]	6
[2, 5]	5
[2, 6]	4
[1, 7]	3
[2, 6]	2
[2, 6]	50
[2, 6]	49
[2, 6]	48
[2, 6]	47
[2, 6]	46
[2, 6]	45
[2, 6]	44
[2, 6]	43
[2, 6]	42
[2, 6]	41
[2, 6]	40
[2, 6]	39
[2, 6]	38
[2, 6]	37
[2, 6]	36
[2, 6]	35
[2, 6]	34
[2, 6]	33
[2, 6]	32
[2, 6]	31
[2, 6]	30
[2, 6]	29
[2, 6]	28
[2, 6]	27
[2, 6]	26
[2, 6]	25
[2, 6]	24
[2, 6]	23
[2, 6]	22
[2, 6]	21
[2, 6]	20
[2, 6]	19
[2, 6]	18
[2, 6]	17
[2, 6]	16
[2, 6]	15
[2, 6]	14
[2, 6]	13
[2, 6]	12
[2, 6]	11
[2, 6]	10
[2, 6]	9
[2, 6]	8
[1, 7]	7
[2, 6]	6
[2, 6]	50
[2, 6]	49
[2, 6]	48
[2, 6]	47
[2, 6]	46
[2, 6]	45
[2, 6]	44
[2, 6]	43
[2, 6]	42
[2, 6]	41
[2, 6]	40
[2, 6]	39
[2, 6]	38
[2, 6]	37
[2, 6]	36
[2, 6]	35
[2, 6]	34
[2, 6]	33
[2, 6]	32
[2, 6]	31
[2, 6]	30
[2, 6]	29
[2, 6]	28
[2, 6]	27
[2, 6]	26
[2, 6]	25
