0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0.8376163392022697,0.9940031858919548,-0.07085665594937601,-0.08328441705510357,0.0008406069876158372,-0.15937704766051242,0.4574408542240983,-0.07230122453795892,-0.3573559706322199,0.23241090453655722,-0.37088240376777626,0.1128311824920522,0.39500344070153137,-0.8320402781090003,-0.08923500938982465,0.0596198044416896,0.7916804235803789,-0.39042300332389057,-0.11091961893193827,-5.855867264647194,13.573271336129153,-5.999039765351974,-7.314909048190656,6.046237983382673,-6.364046625519248,6.424461349342177,5.6906192918783605,199.0,-0.1228550996337267,0.09469526791293723,2.1228550996337265,1.9053047320870629,2.0,2.0
0.8173297463348369,0.9945095108581236,-0.056710482075683695,-0.08425643809261134,0.025211241052858244,-0.5472591303235627,0.9938254862815623,-0.5147044128469079,-0.6077919929362596,0.40808365114827355,-0.5972677741284862,0.38985114383084335,0.5230531913201341,-0.6092321980238037,-0.2476452500018424,-0.8238129228351209,0.4206698554375772,0.11546898011405879,1.652531998634526,-7.8077229595023345,7.928614887629399,-11.642863538250309,-2.7332096415931746,1.026828154201052,-2.72380160738259,4.679826693696108,0.1111152077923282,198.0,-0.15906225053347425,0.08665789253678069,2.1590622505334744,1.9133421074632193,2.0,2.0
0.7606853620190382,0.9934426444457692,-0.05794402163910009,-0.09544978262995286,0.024567082626537277,-0.5635764537511591,1.2068855051484477,-0.5777562172917865,-0.579635835469444,0.31137080084845686,-0.6273308245687128,0.5673244585093143,0.5214805424784362,0.28267462133699783,-0.27112689206220386,-1.4739318337573026,-0.3828007326745768,-0.7329869536195153,0.5351903208504896,1.1791648829146988,0.6417131506234501,1.5705068112533147,3.7991112620949954,-4.899667095835829,1.4850234058308738,-0.3397968365138244,0.008593287144567599,197.0,-0.15800633869415012,0.07100162226097471,2.15800633869415,1.9289983777390254,2.0,2.0
0.6776712171007122,0.9900524766261674,-0.06560796750857212,-0.11185921134090626,0.0545820938035273,-0.45624953678953595,1.203869993630559,-0.5339720651769837,-0.494048193359715,-0.10411878592399208,-0.4933685440885649,0.5361046546307116,0.521466879275921,0.41709276823291747,-0.6033376857012084,-1.7579093809141217,-0.4367717474644785,-0.345915497288352,1.7533739101762091,3.1026969280230805,-0.7580952924347736,0.3440963680254245,-0.6251445891405147,-11.661261880588643,0.27063190873388177,-0.386557915695814,-0.0017666545039566354,196.0,-0.13924382882715522,0.050437267703538964,2.1392438288271554,1.949562732296461,2.0,2.0
0.583983427950253,0.9866051884474484,-0.07482229961590973,-0.10799111416632244,0.09669407877361745,-0.4265277875401418,1.005856009607072,-0.5260486004835745,-0.5161753098513185,-0.6278937196357969,-0.5132599981326896,0.5262562131033186,0.625632038349289,0.2718872707834887,-0.7548882318157784,-1.7928918680422465,2.169502623963848,0.8586143635559105,0.22053408315938072,-1.850155918164099,-7.0962903986851185,0.05173472754152503,-0.2052894992392872,-0.5088092322781561,-0.3349162208820439,-0.07083093221839978,4.116227524391295,195.0,-0.1232856754940339,0.01569127466031043,2.1232856754940337,1.9843087253396896,2.0,2.0
0.4798819723174547,0.9920087952351281,-0.00633827373748192,-0.061982529097791846,0.10971117786634237,-0.5655545441363732,0.48334324075089813,-0.5250919181403829,-0.520406062737302,-0.5572882515405271,-0.520067967086676,0.39524484523127756,0.7026760281548756,0.39563190346283345,-0.5945773621611159,-2.359633470505832,3.0854223099016833,1.8281454854389951,0.35089996923922584,0.18828426117664776,-11.087669491926825,0.004887620546211566,-0.02347802972875488,1.1060120049267672,-0.03686451574040031,-5.117664288944004,-0.9851031350333388,194.0,-0.10841811100142386,-0.014958683883216717,2.108418111001424,2.0149586838832168,2.0,2.0
0.40887868236149144,0.9928078247877475,0.019917594678772944,-0.010589030344363228,0.11757459291360378,-0.5365758997214246,0.46461819983267133,-0.4361592624392309,-0.5207506484340626,-0.5301798255453153,-0.5209779323144691,0.20451675981233747,0.6413513662234416,0.39917093022862726,0.8825946489414229,-0.39695628852367276,-1.6069866630991059,0.48735060010847175,0.44050857739223415,0.3818805310660739,1.740549118966603,3.4999650202528665,-0.00041097944210145983,0.18900968820625036,-0.006511008249137031,-2.388146774574052,-1.5242590407059593,193.0,-0.07225762289273513,-0.014588704567600953,2.072257622892735,2.014588704567601,2.0,2.0
0.3903844304268059,0.9863251115550161,-0.015630943235746833,-0.012957689817050857,0.16355594212425037,-0.5273821970602198,0.5117449160158537,-0.4306366277327748,-0.5210006245241341,-0.5252224987442186,-0.5209521049743122,-0.053682314583580124,0.6571925433033817,0.5972144454329268,0.7507232422167432,-0.0735242605896477,0.1886844009173042,0.2926595461365409,3.2754167152666382,0.06259383929494372,0.3615943828190733,-3.1903472703408386,-3.3418835557502864e-05,0.03675036112134536,0.001429635901330437,-7.9468717309861345,2.067147192256395,192.0,-0.05065979673396624,0.03404169008782272,2.0506597967339664,1.9659583099121773,2.0,2.0
0.4247070473676731,0.9745065198961388,-0.007054339755303949,-0.034587579334489714,0.22156484000471188,-0.5252548109011671,0.5196605982210616,-0.4688945664582048,-0.5215737687504088,-0.4203173330383993,-0.5211242166078404,-0.4036963896999903,0.7354889797085259,0.8659983837740253,1.5438444823854474,1.0156936343474021,-0.02235791046215807,-0.7110891826100643,1.0790675269924237,0.019249838515534308,0.04771231810367613,1.6336159209771348,-0.010975207133266395,4.091586673206799,-0.003142160870267208,-6.088448966676981,1.2620959553546311,191.0,-0.0108052818681655,0.0920339518899104,2.0108052818681657,1.9079660481100895,2.0,2.0
0.4602679101093829,0.9659166669152517,-0.002158006728056063,-0.04079805052773902,0.2556087922107309,-0.525907868607615,0.5211335470763393,-0.5473597723118393,-0.521163875501522,-0.2889960367899738,-0.5215965028047393,-0.5529073215188935,0.643314326904191,0.6414404871568968,1.1893035441992816,0.41040574842073907,0.4526253931783228,0.006013259716202509,1.1640974603791587,-0.012354856369944921,0.012680317278374136,-1.5724599837651438,0.007862574398515282,1.2023449033454796,-0.006085272340956336,0.5096752880334114,-4.895570628382466,190.0,0.02502317354767317,0.15831835586483914,1.9749768264523269,1.841681644135161,2.0,2.0
