0,1,2,3,4,5,6,7
0.22335882,0.5702862,0.6184277,-0.37287888,0.8306253,-0.7162449,0.29937097,0.034112446
0.83713216,-0.48296833,0.9033355,0.9764833,-0.43264005,-0.6249913,0.642715,-0.93472373
0.40863284,0.9584729,0.5375815,0.1498948,0.39329445,-0.73632026,-0.70121396,-0.090897985
-0.45646593,0.44588318,-0.3708676,0.073472604,0.2594487,0.32494277,0.18569645,-0.45130605
-0.37613034,0.48062012,0.4120221,0.34702936,-0.28840113,0.41786155,0.51683074,-0.4800134
0.3116998,0.0068287384,-0.6246326,0.4316352,-0.51778007,-0.7636378,-0.8172162,0.5082918
0.4229816,0.69093126,-0.18056135,0.5413947,0.72504294,-0.8025179,0.944089,-0.90965116
-0.6737391,0.5848145,-0.5753211,0.84111357,0.41874093,-0.675535,0.95428175,-0.19071716
0.046801623,0.26766342,0.6636797,0.7707213,-0.20976952,0.90986854,-0.3861581,-0.03354929
-0.43222407,0.9382266,0.22645314,-0.022965088,0.500836,0.6219565,0.68549234,-0.87864506
-0.57900417,-0.25201848,-0.8084224,0.76144356,-0.15892929,-0.8175693,0.14208706,-0.6771518
-0.24095832,0.83818114,-0.101654306,0.1670325,-0.08223838,-0.5979116,0.68415534,-0.72901917
-0.18768676,0.0946645,-0.017002963,0.8096622,0.0125283,-0.25183535,0.8823372,-0.6048745
-0.7903788,0.76188445,0.20231242,-0.3783495,-0.85247326,0.007880644,0.13758287,-0.7705565
0.40854093,0.49561813,-0.86337954,-0.22583832,0.78616714,-0.49428132,0.36363506,-0.66665435
-0.7851793,0.9318271,-0.4979517,0.22403002,-0.55792075,0.6990452,0.62689114,-0.93530434
-0.06993311,-0.1912661,-0.65915316,0.54098064,-0.41370475,-0.8917442,0.9221794,-0.77823615
-0.17697746,0.42199743,0.9396987,-0.27543005,0.5682635,-0.1950291,0.55168664,-0.20930079
-0.28298524,0.45692122,-0.08581972,0.8202065,-0.28537616,-0.88155144,0.6212685,-0.24171688
0.8332144,0.13534832,-0.6211487,-0.6576655,-0.44014013,0.1736327,-0.014996641,-0.2406046
-0.71617615,0.2897516,-0.32013318,-0.3718334,0.63878417,-0.5479927,-0.10898882,-0.07761519
0.80810684,-0.2564056,-0.8899546,0.27753466,-0.581995,-0.2593629,-0.14239766,-0.05612602
0.36394617,0.27155465,0.33707032,0.104646556,-0.48925903,-0.5610618,0.3852351,-0.9852661
